!SESSION 2025-04-14 18:22:15.924 -----------------------------------------------
eclipse.buildId=unknown
java.version=1.7.0
java.vendor=Oracle Corporation
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\imports\pcie\pio.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.048
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.gen\sources_1\ip\ila_1\hdl\verilog\xsdbm_v3_0_0_bsid_ports.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.111
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\public_stage1\public_stage1.srcs\sources_1\ip\pcie4_uscale_plus_0\source\pcie4_uscale_plus_0_gt_phy_txeq.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.142
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_2\fifo_generator_2_stub.vhdl

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.175
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sim_1\new\sim_source\gt0\gtwizard_ultrascale_0_example_gtwiz_userclk_rx.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.206
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\gt0\gtwizard_ultrascale_0_example_gtwiz_userclk_rx.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.238
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\public_stage1\Synth\public_stage1\public_stage1_synth_design.log

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.269
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_2\behav\xsim\xsim.dir\Test_sim2_behav\xsimcrash.log

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.300
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\ila_0_synth_1\gen_run.xml

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.331
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_1\fifo_generator_1_ooc.xdc

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.366
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sim_1\new\sim_source\gt0\gt_rom_init_rx.dat

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.397
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_1\fifo_generator_1_stub.vhdl

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.428
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\gtwizard_ultrascale_0\gtwizard_ultrascale_0\example_design\gtwizard_ultrascale_0_example_stimulus_8b10b.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.459
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_2\behav\xsim\xsim.dir\Test_sim2_behav\xsim.xdbg

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.475
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\sys_clk_wiz\mmcm_pll_drp_func_us_pll.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.506
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\new\xvlog.pb

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.538
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\axi_quad_spi_0\axi_quad_spi_0.xdc

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.569
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\axi\ddr4_v2_2_command_fifo.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.600
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\xsim.dir\work\work.rlx

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.631
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\debug_bridge_ddr\bd_0\ip\ip_0\bd_6a9b_xsdbm_0_ooc.xdc

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.663
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\ddr4_0_synth_1\htr.txt

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.694
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\public_stage1\Implement\ver1\public_stage1_route_design.log

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.725
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\Build_ver.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.756
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\axi_quad_spi_0\netlist\mode_2_memory_2_nm.mem

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.788
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\new\common\pulse_positive.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.819
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\axi_crossbar_0\sim\axi_crossbar_0_sc.cpp

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.850
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\dailybuild_SDGKU3P.bat

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.881
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\.jobs\vrs_config_9.xml

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.913
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\gtwizard_ultrascale_0_synth_1\ISEWrap.sh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.944
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\imports\multi_ddr_ctrl\ddr4_v2_2_axi_wrapper.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:24.975
!MESSAGE INFO: Tue Apr 15 09:30:24 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\bd_0\ip\ip_4\sim\bd_9054_dlmb_cntlr_0.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.006
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_2\hdl\fifo_generator_v13_2_rfs.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.038
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\public_stage1\field_update_scripts\generate_bitstreams.tcl

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.069
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\ila_0\hdl\xsdbm_v3_0_vl_rfs.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.100
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\.Xil\.fifo_flash_generator.xcix.lock

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.131
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\ila_0\synth\ila_0.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.163
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\ui\ddr4_v2_2_ui_cmd.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.204
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.gen\sources_1\ip\ila_1\hdl\verilog\ila_v6_2_11_ila_ver.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.235
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\synth_1\runme.log

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.266
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\xvlog.pb

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.298
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sim_1\new\sim_source\gt0\gtwizard_ultrascale_0_example_gtwiz_userclk_tx.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.329
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\sim\ddr4_0_sc.cpp

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.360
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\cal\ddr4_v2_2_10_cal_assert.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.401
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\axi_quad_spi_0\netlist\mode_2_memory_2_nm.mif

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.433
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\ip_0\ddr4_0_microblaze_mcs.xml

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.474
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\debug_bridge_ddr\bd_0\ip\ip_0\hdl\verilog\xsdbm_v3_0_0_icn.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.521
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\cal\ddr4_v2_2_cal_write.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.552
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\DPRAM_I64O256\DPRAM_I64O256.veo

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.583
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\debug_bridge_ddr\bd_0\ip\ip_0\hdl\verilog\xsdbm_v3_0_0_sl_prt_map.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.615
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\controller\ddr4_v2_2_mc_group.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.646
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\.jobs\vrs_config_11.xml

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.677
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_4\fifo_generator_4_sim_netlist.vhdl

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.708
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\axi\ddr4_v2_2_carry_latch_and.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.740
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\sys_clk_wiz\sys_clk_wiz.dcp

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.771
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\ila_0_synth_1\vivado.pb

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.802
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_1\behav\xsim\xsim.dir\Test_sim_behav\obj\xsim_11.win64.obj

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.833
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\rtl\cal\ddr4_v2_2_cal_rd_en.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.880
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.sim\sim_1\behav\xsim\xsim.dir\xil_defaultlib\gtwizard_ultrascale_0.sdb

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.912
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.runs\sys_clk_wiz_synth_1\htr.txt

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.943
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\debug_bridge_ddr\bd_0\ip\ip_0\hdl\verilog\xsdbm_v3_0_0_bs_vec.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:25.974
!MESSAGE INFO: Tue Apr 15 09:30:25 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\public_stage1\public_stage1.srcs\sources_1\ip\pcie4_uscale_plus_0\ip_0\sim\pcie4_uscale_plus_0_gt_gtwizard_gtye4.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:26.005
!MESSAGE INFO: Tue Apr 15 09:30:26 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\bd_0\ip\ip_8\sim\bd_9054_second_ilmb_cntlr_0.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:26.036
!MESSAGE INFO: Tue Apr 15 09:30:26 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.gen\sources_1\ip\ila_1\hdl\verilog\xsdbm_v3_0_0_id_vec_map.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:26.068
!MESSAGE INFO: Tue Apr 15 09:30:26 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\imports\pcie\board_common.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:26.083
!MESSAGE INFO: Tue Apr 15 09:30:26 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\SDG_driver\SDG_Drv_V3\mcap.inf

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:29.686
!MESSAGE INFO: Tue Apr 15 09:30:29 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\ila_0\hdl\verilog\xsdbs_v1_0_2_in.vh

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:29.717
!MESSAGE INFO: Tue Apr 15 09:30:29 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\axi_quad_spi_0\hdl\lib_pkg_v1_0_rfs.vhd

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:29.748
!MESSAGE INFO: Tue Apr 15 09:30:29 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\bd_0\ip\ip_6\sim\bd_9054_lmb_bram_I_0.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:29.779
!MESSAGE INFO: Tue Apr 15 09:30:29 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_2\fifo_generator_2_sim_netlist.vhdl

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:29.811
!MESSAGE INFO: Tue Apr 15 09:30:29 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\gtwizard_ultrascale_0\gtwizard_ultrascale_0.dcp

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:29.842
!MESSAGE INFO: Tue Apr 15 09:30:29 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\Implement\ver2\public_stage1_opt_design.log

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:29.873
!MESSAGE INFO: Tue Apr 15 09:30:29 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\ddr4_0\ip_1\rtl\phy\ddr4_phy_v2_2_xiphy_behav.sv

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:29.904
!MESSAGE INFO: Tue Apr 15 09:30:29 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\gtwizard_ultrascale_0\hdl\gtwizard_ultrascale_v1_7_gtwiz_userdata_rx.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:29.936
!MESSAGE INFO: Tue Apr 15 09:30:29 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\ip\fifo_generator_3\fifo_generator_3.xci

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:29.967
!MESSAGE INFO: Tue Apr 15 09:30:29 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\Transceiver\gt0\xsim.dir\work\gtwizard_ultrascale_0_example_top.sdb

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:29.998
!MESSAGE INFO: Tue Apr 15 09:30:29 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sim_1\new\sim_source\gt0\gtwizard_ultrascale_0_example_checking_8b10b.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:30.029
!MESSAGE INFO: Tue Apr 15 09:30:30 CST 2025: com.smartbear.ccollab.datamodel.Scm
Uploading D:\svn\H80\Electronics\SDG\VHDL\SDG_KU3P\h80_stage2\tandem_stage2.srcs\sources_1\imports\pcie\sys_clk_gen_ds.v

!ENTRY com.smartbear.collaborator 1 0 2025-04-15 09:30:30.045
!MESSAGE INFO: Tue Apr 15 09:30:30 CST 2025: com.smartbear.ccollab.datamodel.Scm
